udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
4490,L51669,L,302.5,310.4,1487,40.2,48,No Failure
228,L47407,L,298.3,308.5,1539,36.1,168,No Failure
8531,M23390,M,298.5,309.3,1615,31.8,23,No Failure
594,L47773,L,297.5,309.6,1312,50.7,0,No Failure
7794,L54973,L,300.1,311.5,1434,40.8,80,No Failure
2139,L49318,L,299.3,309,1734,30.6,154,No Failure
8649,M23508,M,297.4,308.4,1478,46.2,95,No Failure
24,L47203,L,299,309.4,1758,25.7,68,No Failure
4341,M19200,M,301.7,309.9,1533,40.9,106,No Failure
2149,L49328,L,299.4,308.9,1583,34.1,176,No Failure
1490,M16349,M,298.2,309,1723,26.6,168,No Failure
4317,L51496,L,301.5,310.1,1639,33.4,47,No Failure
912,M15771,M,295.6,306.1,1490,42.7,171,No Failure
4818,L51997,L,303.5,312.1,1674,30.8,0,No Failure
4499,H33912,H,302.6,310.4,1614,36,74,No Failure
5151,L52330,L,304.3,313.5,1590,29.8,17,No Failure
1272,H30685,H,298,309.4,1490,40.5,53,No Failure
4089,L51268,L,301.9,310.5,1477,42.4,128,No Failure
338,L47517,L,297.6,308.3,1742,27.7,13,No Failure
5770,L52949,L,301.7,311.3,1348,51,87,No Failure
9928,L57107,L,298.5,308.6,1522,36.9,53,No Failure
1102,H30515,H,296.7,307.5,1607,33.6,38,No Failure
9116,M23975,M,297.6,308.6,1444,48.2,46,No Failure
3718,H33131,H,302.3,311.4,1443,44.1,51,No Failure
7204,M22063,M,299.8,309.6,1434,48,82,No Failure
9191,M24050,M,298,309,1439,38.5,34,No Failure
5540,H34953,H,302.3,311.7,1482,39,127,No Failure
8076,L55255,L,300.4,312,1366,43,117,No Failure
7192,L54371,L,300.3,310.3,1629,34.1,52,No Failure
9249,M24108,M,298.3,309.1,1488,40.6,176,No Failure
6968,M21827,M,300.8,311.2,1365,51.7,111,No Failure
468,L47647,L,297.2,308.5,2182,16.5,127,No Failure
8278,H37691,H,298.8,310.5,1294,55.8,202,No Failure
4765,M19624,M,303.7,312,1402,48.6,76,No Failure
5080,M19939,M,304.2,313.4,1411,54.8,44,No Failure
1203,M16062,M,297,308.1,1355,51.4,76,No Failure
2423,L49602,L,298.8,308.2,1443,53.4,21,No Failure
2121,H31534,H,299.2,308.8,1908,21.3,104,No Failure
6869,L54048,L,301,311.2,1363,46.3,62,No Failure
7963,L55142,L,301,312.2,1372,47,59,No Failure
8507,L55686,L,298.4,309.6,1710,27.3,163,No Failure
4731,L51910,L,303.3,311.7,1508,35.5,217,No Failure
3446,M18305,M,301.6,310.6,1599,36.1,208,No Failure
8751,L55930,L,297.3,308.5,1764,30.8,148,No Failure
7452,L54631,L,300.3,311.8,1508,43.1,57,No Failure
7357,L54536,L,299.6,310.2,1333,51.2,40,No Failure
5206,L52385,L,303.7,312.7,1468,43.3,168,No Failure
7617,M22476,M,300.6,311.4,1468,40.4,55,No Failure
3411,L50590,L,301.2,310.3,1451,39.7,123,No Failure
6966,L54145,L,300.7,311,1312,52.1,107,No Failure
383,L47562,L,297.5,308.5,1335,48,131,No Failure
8967,L56146,L,297.1,307.8,1636,30.3,90,No Failure
8718,L55897,L,297.1,308.7,1474,42.3,64,No Failure
7598,L54777,L,300.5,311,2074,18.9,9,No Failure
5172,M20031,M,304.2,313.4,1329,54.5,75,No Failure
1298,L48477,L,298.8,309.9,1428,42.4,132,No Failure
8692,L55871,L,297.1,308.5,1555,36.2,0,No Failure
7375,L54554,L,299.5,310,1379,50.4,85,No Failure
3961,L51140,L,302.2,311.4,1390,48.1,40,No Failure
346,L47525,L,297.5,308.3,1585,32.9,32,No Failure
264,M15123,M,298,308.1,1587,32.3,30,No Failure
7958,H37371,H,300.9,311.9,2140,16.5,43,No Failure
276,L47455,L,298,308,1401,54.7,65,No Failure
9679,M24538,M,299.1,310.2,1711,28.1,17,No Failure
1194,L48373,L,297.1,308.2,1347,50.8,49,No Failure
608,M15467,M,298,309.9,1565,33.9,40,No Failure
8556,L55735,L,298.2,309,1596,37.2,87,No Failure
7179,L54358,L,300.2,310.2,1600,31.5,23,No Failure
1137,L48316,L,296.9,307.8,1557,38.1,135,No Failure
6151,L53330,L,301.1,311.1,1711,29.1,170,No Failure
878,M15737,M,295.6,306.2,1584,33.6,81,No Failure
5281,L52460,L,303.6,312.9,1480,41.4,135,No Failure
5034,L52213,L,304,313.1,1564,50.9,119,No Failure
8194,L55373,L,299.5,310.8,1873,22.3,211,No Failure
2776,L49955,L,300.1,309.4,1560,47.7,26,No Failure
253,L47432,L,298,308.2,1620,35.8,5,No Failure
302,L47481,L,297.7,308.4,1740,27.1,136,No Failure
9836,L57015,L,298.4,309.3,1545,36.9,3,No Failure
2125,L49304,L,299.2,308.9,1430,39.1,117,No Failure
6044,M20903,M,300.7,310.9,1468,41.8,112,No Failure
607,L47786,L,297.9,309.8,1461,50.5,38,No Failure
1134,M15993,M,296.8,307.9,1418,47.9,127,No Failure
3395,L50574,L,301.5,310.6,1405,42.3,83,No Failure
9268,L56447,L,298.2,308.8,1362,57.3,28,No Failure
9244,L56423,L,298.3,308.8,1454,49,166,No Failure
2507,M17366,M,299.2,309.1,1503,34.7,6,No Failure
3419,H32832,H,301.6,310.6,1555,40.4,139,No Failure
8669,L55848,L,297.5,308.8,1502,45.9,150,No Failure
6501,M21360,M,300.9,310,1416,46.6,201,No Failure
7344,L54523,L,299.6,310.2,1468,48,9,No Failure
463,L47642,L,297.4,308.7,1433,43.4,116,No Failure
3922,L51101,L,302.7,311.5,1494,41.4,149,No Failure
821,L48000,L,296.7,307.6,1516,37.4,146,No Failure
6872,L54051,L,301,311.3,1349,47,71,No Failure
6519,H35932,H,301,310,1212,67.9,30,Power Failure
4287,M19146,M,301.7,309.9,1434,47.9,189,No Failure
7162,L54341,L,300.2,310.2,1440,42.9,191,No Failure
8368,L55547,L,298.9,309.8,1390,49.9,21,No Failure
8454,L55633,L,298.6,309.9,1564,37.1,30,No Failure
6216,L53395,L,301.1,310.8,1521,41,99,No Failure
3444,L50623,L,301.5,310.5,1535,39,204,No Failure
9538,M24397,M,299.3,310.6,1457,42.1,104,No Failure
8645,M23504,M,297.6,308.5,1443,38.2,85,No Failure
2936,M17795,M,300.8,309.7,1680,28.2,189,No Failure
7910,L55089,L,300.7,312.2,1590,38.5,148,No Failure
5678,L52857,L,302.3,311.8,1281,51.7,61,No Failure
7425,M22284,M,300.1,311.4,1575,29.8,210,No Failure
6315,M21174,M,301,310.4,1793,25,142,No Failure
7455,L54634,L,300.2,311.6,1446,47.3,66,No Failure
9402,M24261,M,297.7,308.2,1720,25.6,174,No Failure
470,M15329,M,297.3,308.8,1586,32.7,131,No Failure
1919,M16778,M,298.1,307.9,1496,40,0,No Failure
1275,H30688,H,298.1,309.5,1530,40.2,65,No Failure
651,L47830,L,297.6,309.2,1611,33.1,155,No Failure
6856,M21715,M,301.1,311.3,1654,30.7,28,No Failure
5982,M20841,M,300.7,310.7,1347,46.5,183,No Failure
4319,L51498,L,301.5,310.1,1541,42.2,52,No Failure
2207,L49386,L,299.9,309.2,1436,52,107,No Failure
6703,M21562,M,301.6,310.8,1664,32,58,No Failure
5098,L52277,L,304.2,313.4,1457,49.4,96,No Failure
150,L47329,L,298.4,308.3,1473,39.9,184,No Failure
2826,L50005,L,300.3,309.4,1470,33.5,148,No Failure
2469,M17328,M,298.9,308.6,1524,40.4,131,No Failure
4076,L51255,L,302,310.6,1583,38.9,94,No Failure
4429,L51608,L,302.4,310.1,1906,21.2,110,No Failure
3652,L50831,L,302.1,311.5,1444,44.9,97,No Failure
6908,L54087,L,300.9,311.3,1449,40.2,168,No Failure
8492,L55671,L,298.5,309.5,1579,38.6,126,No Failure
4523,M19382,M,302.5,310.5,1918,21.6,131,No Failure
5817,L52996,L,301.3,311,1582,35.6,202,No Failure
4560,L51739,L,302.7,310.7,1433,43.7,13,No Failure
1078,L48257,L,296.8,307.6,1547,36.5,179,No Failure
7298,L54477,L,300.1,310.5,1500,39.8,107,No Failure
9952,L57131,L,298.2,307.8,1355,59.4,115,No Failure
9169,H38582,H,297.6,308.8,1385,44.4,181,No Failure
1847,H31260,H,297.7,307.3,1514,38.6,19,No Failure
4133,M18992,M,301.8,310.3,1409,52.5,26,No Failure
2553,H31966,H,299.3,309.1,1552,40.7,120,No Failure
7361,L54540,L,299.5,310.1,1585,35.2,50,No Failure
7102,L54281,L,300.8,310.2,1850,22.8,33,No Failure
2960,M17819,M,300.7,309.4,1589,35,52,No Failure
4897,M19756,M,303.7,312.4,1642,32.3,206,No Failure
1481,M16340,M,298.2,309.3,2056,18.7,144,No Failure
7720,H37133,H,300.6,311.7,1535,33.3,92,No Failure
259,L47438,L,298.1,308.2,1482,37.9,17,No Failure
6485,H35898,H,300.6,309.8,1913,22.5,157,No Failure
7926,M22785,M,300.7,311.9,1697,28.2,191,No Failure
9816,M24675,M,298.4,309.1,1576,38.8,167,No Failure
7312,H36725,H,300,310.5,1558,36.7,137,No Failure
1008,M15867,M,296.2,307.2,1633,31.1,0,No Failure
6138,M20997,M,300.9,310.8,1988,19.7,136,No Failure
8111,H37524,H,300.3,311.8,2141,18.5,204,No Failure
5209,L52388,L,303.8,312.7,1664,29.3,178,No Failure
4310,M19169,M,301.3,309.9,1501,39.5,27,No Failure
3418,L50597,L,301.6,310.6,1621,33.7,137,No Failure
2639,L49818,L,299.8,309.5,1739,27.5,128,No Failure
3956,L51135,L,302.3,311.5,1448,49.6,28,No Failure
1483,M16342,M,298.1,309.1,1448,52.5,150,No Failure
609,L47788,L,298,309.9,1403,47.7,43,No Failure
684,L47863,L,297.7,309,1874,24.4,28,No Failure
4811,M19670,M,303.4,312.1,1499,39.4,197,No Failure
3757,L50936,L,302.3,311.1,1546,33.1,156,No Failure
2948,L50127,L,300.7,309.5,1592,29,17,No Failure
1085,M15944,M,297,307.7,1498,47.1,199,No Failure
8789,L55968,L,297.4,308.5,1369,53.2,43,No Failure
7025,L54204,L,300.6,310.6,2127,18.7,53,No Failure
9474,L56653,L,298.7,309.5,1446,40,160,No Failure
5716,H35129,H,302.2,311.9,1597,35.8,160,No Failure
3869,M18728,M,302.7,311.7,1759,29.9,5,No Failure
152,M15011,M,298.4,308.2,1463,37.6,188,No Failure
8122,L55301,L,300.2,311.6,1827,27,22,No Failure
3693,L50872,L,302.1,311.3,1758,24.4,200,No Failure
3313,L50492,L,301.4,310.4,1639,28.9,94,No Failure
3867,L51046,L,302.6,311.6,1311,53.2,0,No Failure
4839,H34252,H,303.3,311.8,1649,29.4,49,No Failure
7767,L54946,L,300.3,311.4,1318,52.7,13,No Failure
2014,L49193,L,298.6,308.4,1485,42.9,38,No Failure
5859,L53038,L,301.3,311,1348,44.5,78,No Failure
7686,L54865,L,300.8,311.7,1397,43.5,227,No Failure
389,L47568,L,297.6,308.7,1455,48.2,145,No Failure
8116,L55295,L,300.4,311.8,1367,57.2,10,No Failure
5704,H35117,H,302.3,311.7,1456,45.4,130,No Failure
9508,L56687,L,299.3,310.5,1505,38.8,30,No Failure
3602,L50781,L,301.7,310.5,1377,43.1,183,No Failure
1105,L48284,L,296.6,307.4,1389,42.7,48,No Failure
3033,M17892,M,300.6,309.8,1447,42.9,12,No Failure
213,H29626,H,298.4,308.7,1344,52.9,130,No Failure
134,M14993,M,298.7,308.4,1430,49.6,135,No Failure
6207,M21066,M,300.8,310.6,1669,28.4,79,No Failure
2317,L49496,L,299.2,308.8,1542,39.2,179,No Failure
9878,L57057,L,298.8,309.7,1374,58.6,123,No Failure
7847,M22706,M,300.2,311.6,1608,35,212,No Failure
3328,M18187,M,301.5,310.6,2432,14.2,126,No Failure
1449,M16308,M,299,310.3,1657,31,70,No Failure
6802,L53981,L,301.1,310.7,1334,48.2,106,No Failure
8147,L55326,L,299.6,310.9,1533,31.8,91,No Failure
1259,L48438,L,297.5,308.9,1427,50.4,17,No Failure
6414,L53593,L,300.4,310.1,1614,33.5,191,No Failure
2220,M17079,M,299.6,309.1,1435,48.4,143,No Failure
6533,H35946,H,301.2,310.6,1352,52,69,No Failure
1094,M15953,M,296.8,307.5,1443,39.2,13,No Failure
6234,L53413,L,301.2,310.9,1467,37.1,153,No Failure
9939,L57118,L,298.3,308.1,1528,33.9,82,No Failure
8371,L55550,L,298.8,309.8,1634,33.6,27,No Failure
2719,L49898,L,299.5,309.1,1357,47.3,106,No Failure
7726,L54905,L,300.6,311.7,1744,26.9,111,No Failure
6353,L53532,L,300,309.6,1496,38.8,27,No Failure
4306,L51485,L,301.6,310.1,1687,26.6,16,No Failure
5302,L52481,L,303.8,313.1,1309,55.8,193,No Failure
7768,H37181,H,300.2,311.4,1319,54.6,15,No Failure
9874,L57053,L,298.9,309.8,1616,36.5,110,No Failure
4890,L52069,L,303.7,312.5,1632,36.6,186,No Failure
3592,M18451,M,301.7,310.5,1458,41.4,153,No Failure
3226,L50405,L,300.6,309.4,1474,40.7,87,No Failure
1003,L48182,L,296.3,307.2,1646,35,192,No Failure
4629,M19488,M,303,311.1,1597,36.7,191,No Failure
9130,L56309,L,297.6,308.6,1664,30.1,81,No Failure
6241,M21100,M,301.2,310.7,1394,42.8,168,No Failure
4669,H34082,H,303.3,311.4,1692,27.9,55,No Failure
679,M15538,M,297.8,309.2,1295,61.2,12,No Failure
1804,L48983,L,298.1,307.7,1388,40.3,109,No Failure
7442,M22301,M,299.9,311.4,1337,54.8,32,No Failure
5477,M20336,M,302.6,312.1,1445,42,181,No Failure
4549,L51728,L,302.6,310.5,1511,37.2,197,No Failure
6174,L53353,L,300.8,310.7,1633,27.8,0,No Failure
7176,L54355,L,300.1,310.1,1569,43.5,17,No Failure
3704,M18563,M,302,311.2,1418,49.5,17,No Failure
8098,L55277,L,300.3,311.7,1452,41.5,172,No Failure
8172,H37585,H,300,311.4,1641,34.5,155,No Failure
9493,L56672,L,299.1,309.9,1586,36.6,215,No Failure
6032,L53211,L,300.6,310.7,1455,40.6,82,No Failure
7964,L55143,L,301,312.2,1510,39.9,61,No Failure
7978,L55157,L,301.2,312.4,1378,59,95,No Failure
6073,M20932,M,300.9,310.8,1695,30.2,188,No Failure
1252,M16111,M,297.4,308.8,1359,48.7,220,Overstrain Failure
1644,L48823,L,298,307.8,1453,37.7,119,No Failure
56,L47235,L,298.8,309.1,1512,40.7,156,No Failure
644,M15503,M,297.8,309.4,1495,36.5,132,No Failure
9703,L56882,L,298.9,310,1633,31.2,76,No Failure
3865,M18724,M,302.5,311.4,1629,31.7,225,No Failure
9326,M24185,M,298.6,309.3,1510,40.8,177,No Failure
753,L47932,L,296.9,308.1,1422,48.7,215,No Failure
440,M15299,M,297.4,308.3,1535,34.6,51,No Failure
6100,H35513,H,300.9,310.7,1609,28.7,39,No Failure
9439,M24298,M,298.1,308.7,1315,56.8,59,No Failure
5939,L53118,L,300.5,310.4,1702,33.1,71,No Failure
558,M15417,M,297.5,309.4,1433,48.3,139,No Failure
1986,L49165,L,298.1,307.7,1537,40.8,169,No Failure
5889,M20748,M,301.5,311.1,1507,38.6,149,No Failure
6098,H35511,H,300.9,310.8,1477,38.4,31,No Failure
7093,L54272,L,300.7,310.2,1493,35.9,10,No Failure
5226,M20085,M,304,313.2,1437,53.9,7,No Failure
3161,M18020,M,300.4,309.7,1367,51.2,143,No Failure
8694,M23553,M,297.2,308.5,1584,40,4,No Failure
7418,M22277,M,300.1,311.3,1495,41,193,No Failure
1747,L48926,L,298.4,308,1526,41.1,162,No Failure
3342,H32755,H,301.4,310.7,1329,52,160,No Failure
2851,L50030,L,300.4,309.3,1671,35,209,No Failure
4258,M19117,M,302.6,311,1589,39,122,No Failure
3656,L50835,L,302.1,311.4,1686,30.9,106,No Failure
9735,H39148,H,298.9,310.1,1458,44.3,156,No Failure
2160,M17019,M,299.5,309,1602,31.3,210,No Failure
330,H29743,H,297.7,308.5,1720,29.9,210,No Failure
673,M15532,M,297.6,308.9,1433,43.2,206,No Failure
9699,L56878,L,298.8,309.8,1663,28.2,67,No Failure
6889,M21748,M,300.9,311.4,1434,45.4,118,No Failure
5505,L52684,L,302.8,312.2,1458,51,42,No Failure
4057,L51236,L,301.9,310.9,1597,36.9,50,No Failure
9855,H39268,H,298.6,309.4,1362,45.3,56,No Failure
8376,M23235,M,298.8,309.6,1384,48.2,39,No Failure
244,L47423,L,298,308.2,1442,44.1,204,No Failure
3413,L50592,L,301.3,310.3,1313,55.6,127,No Failure
8953,M23812,M,297.2,308,1478,42.5,56,No Failure
9989,L57168,L,298.9,308.6,1771,24.1,213,No Failure
2945,L50124,L,300.7,309.6,1505,34.9,7,No Failure
5179,H34592,H,304,313.2,1517,43.1,96,No Failure
1632,L48811,L,298,308,1433,39.2,87,No Failure
9097,L56276,L,297.2,308.1,1712,30.9,204,No Failure
926,H30339,H,295.6,306.1,1623,30.9,210,No Failure
5495,L52674,L,302.8,312.4,1368,49.5,10,No Failure
918,L48097,L,295.3,305.7,1475,51,187,No Failure
5451,H34864,H,303.1,312.8,1435,41.9,115,No Failure
2295,L49474,L,299.4,308.8,1627,32.6,124,No Failure
1187,L48366,L,297.3,308.4,1417,47.8,31,No Failure
9769,L56948,L,298.6,309.6,1611,35.7,23,No Failure
6842,M21701,M,301.1,311.2,1591,35,208,No Failure
1601,M16460,M,297.8,307.8,1543,43.7,8,No Failure
3651,L50830,L,302.1,311.4,1446,39.7,95,No Failure
4598,M19457,M,303,311.1,1490,43,108,No Failure
475,L47654,L,297.4,309.1,1478,49.8,150,No Failure
2750,M17609,M,299.7,309.2,1685,28.9,179,No Failure
9631,L56810,L,299,310.1,1583,35.8,142,No Failure
7173,M22032,M,300.1,310.1,1402,46.6,10,No Failure
2212,M17071,M,299.6,309,1245,64,120,No Failure
7851,M22710,M,300.3,311.7,1447,36.8,0,No Failure
5240,L52419,L,303.7,313,1753,29,42,No Failure
959,L48138,L,295.8,306.4,1399,47.6,84,No Failure
7108,H36521,H,300.9,310.5,1512,41.2,49,No Failure
991,L48170,L,296.2,307,1414,48.3,162,No Failure
3797,M18656,M,302.1,310.8,1504,37.5,42,No Failure
8780,M23639,M,297.5,308.6,1349,51.5,21,No Failure
8990,L56169,L,297.2,307.9,1469,48.2,144,No Failure
2720,L49899,L,299.5,309.2,1690,29.2,108,No Failure
1463,L48642,L,298.9,310.2,1706,27.6,103,No Failure
7208,M22067,M,299.7,309.6,1540,34.4,91,No Failure
6635,L53814,L,301.5,310.5,1396,44.5,117,No Failure
1049,L48228,L,296.5,307.6,1607,33.5,104,No Failure
8327,H37740,H,298.6,309.5,1523,34.2,119,No Failure
6407,L53586,L,300.2,309.8,1526,45.6,175,No Failure
2522,L49701,L,298.8,308.6,1584,34.4,42,No Failure
9773,L56952,L,298.5,309.5,1561,34.8,35,No Failure
3470,M18329,M,301.8,310.7,1429,47.9,53,No Failure
3589,M18448,M,301.7,310.6,1505,44.5,146,No Failure
9113,M23972,M,297.6,308.6,1482,38.3,39,No Failure
5075,L52254,L,304.1,313.1,1666,34.6,33,No Failure
8189,M23048,M,299.6,310.9,1530,38.8,198,No Failure
8991,L56170,L,297.2,307.9,1493,38.4,146,No Failure
2820,L49999,L,300.2,309.5,1356,51.1,133,No Failure
7394,M22253,M,299.7,310.5,1594,35.4,134,No Failure
1566,L48745,L,298,308.2,1459,42.1,146,No Failure
5979,L53158,L,300.5,310.6,1448,46.3,173,No Failure
6023,L53202,L,300.7,310.9,1521,39.4,61,No Failure
3795,M18654,M,302.2,310.8,1356,48.3,36,Heat Dissipation Failure
6784,L53963,L,301.3,310.8,1450,46.9,59,No Failure
948,L48127,L,295.6,306.2,1428,44.5,51,No Failure
9648,L56827,L,299.2,310.2,1458,47,183,No Failure
7370,M22229,M,299.6,310.1,1646,29.6,73,No Failure
8930,M23789,M,297.4,308.4,1620,35.8,215,No Failure
7476,H36889,H,300.3,311.6,1339,53.4,123,No Failure
2929,M17788,M,300.8,309.7,1258,54.9,168,No Failure
2420,M17279,M,298.9,308.2,1328,49.2,11,No Failure
8187,L55366,L,299.7,311,1827,25.4,194,No Failure
7711,M22570,M,300.5,311.4,1390,51.9,68,No Failure
9824,M24683,M,298.5,309.3,1488,43.7,189,No Failure
4389,L51568,L,302,309.8,1701,27.2,4,No Failure
3059,L50238,L,300,309,1709,32.1,79,No Failure
8039,L55218,L,300.7,311.8,1486,47.3,19,No Failure
9597,L56776,L,298.9,310.1,1466,43.4,50,No Failure
1440,M16299,M,298.8,309.8,1534,37,47,No Failure
7642,M22501,M,300.4,311.4,1352,57.3,116,No Failure
7972,L55151,L,301,312.1,1405,46.1,79,No Failure
2343,M17202,M,299.2,308.2,1674,28.2,14,No Failure
8945,L56124,L,297.3,308.3,1471,38.2,37,No Failure
2580,L49759,L,299.3,309.1,1795,24.7,187,No Failure
8513,H37926,H,298.3,309.6,1546,36.2,177,No Failure
8874,H38287,H,298,309.1,1557,36.4,65,No Failure
5999,M20858,M,300.4,310.2,1613,36.9,231,No Failure
9208,L56387,L,297.9,308.8,1386,48.6,75,No Failure
4,L47183,L,298.2,308.6,1433,39.5,7,No Failure
5023,L52202,L,304,313.1,1404,47.1,90,No Failure
4460,L51639,L,302.6,310.4,1743,26.3,191,No Failure
898,L48077,L,295.6,306.2,1612,31.2,131,No Failure
7400,L54579,L,299.6,310.6,1642,35.1,149,No Failure
1930,M16789,M,298,307.8,1483,50.9,26,No Failure
7568,M22427,M,300.2,311,2370,14.7,144,No Failure
8145,M23004,M,299.7,311,1506,42.7,85,No Failure
1424,L48603,L,298.7,309.8,1539,33.4,2,No Failure
4826,L52005,L,303.3,311.8,1692,30.6,18,No Failure
5245,L52424,L,303.6,313,1593,31.6,52,No Failure
8313,M23172,M,298.8,310,1529,38.5,77,No Failure
5693,M20552,M,302.4,311.9,1313,55.7,102,No Failure
4382,L51561,L,301.9,309.6,1446,43.2,225,No Failure
5760,L52939,L,301.8,311.3,1551,35.8,61,No Failure
2051,M16910,M,299.5,309.3,1675,29.2,132,No Failure
116,L47295,L,298.8,308.6,1431,45.7,97,No Failure
9090,L56269,L,297.2,307.9,1989,20.3,186,No Failure
5439,L52618,L,302.9,312.5,1683,32.1,85,No Failure
7770,L54949,L,300.3,311.5,1552,38.9,23,No Failure
9520,L56699,L,299,310.1,1531,36,57,No Failure
1542,L48721,L,298.4,309,2304,15.1,89,No Failure
7134,M21993,M,300.5,309.9,1552,41.3,116,No Failure
4892,M19751,M,303.7,312.3,1756,26.4,190,No Failure
6222,M21081,M,301.2,310.9,1359,50.8,118,No Failure
2717,L49896,L,299.5,309,1498,44.6,101,No Failure
8714,L55893,L,297.2,308.6,1917,24.1,54,No Failure
2008,L49187,L,298.6,308.4,1562,34.4,25,No Failure
6778,L53957,L,301.2,310.7,1951,21.3,44,No Failure
6637,M21496,M,301.5,310.5,1774,25.5,121,No Failure
9265,M24124,M,298.3,309,1526,36.9,20,No Failure
524,L47703,L,297.4,309.4,1401,45.9,49,No Failure
3546,L50725,L,301.8,310.8,1576,38.6,38,No Failure
8564,L55743,L,298,308.9,1500,36.7,104,No Failure
8594,M23453,M,297.4,308,1601,34.6,181,No Failure
8217,L55396,L,299.2,310.6,1370,61.9,42,No Failure
7252,M22111,M,300.2,310.3,1448,40.1,209,No Failure
1384,M16243,M,298.9,310.2,1331,49,121,No Failure
3939,L51118,L,302.5,311.5,1603,32.4,194,No Failure
3938,L51117,L,302.5,311.5,1802,26.4,192,No Failure
9047,L56226,L,297.4,308.4,1664,28.1,67,No Failure
9346,L56525,L,298.2,308.8,1442,47,18,No Failure
1430,M16289,M,298.9,310,1456,43.8,15,No Failure
196,L47375,L,298.3,308.5,1453,42.9,89,No Failure
1200,M16059,M,296.9,307.9,1979,20.4,68,No Failure
1279,L48458,L,298.2,309.4,1398,52.9,79,No Failure
2888,M17747,M,300.5,309.5,1691,27.6,67,No Failure
9714,L56893,L,299.1,310.2,1496,45,104,No Failure
4840,H34253,H,303.4,311.9,1402,50,54,No Failure
5282,M20141,M,303.7,313,1469,39.9,137,No Failure
9329,H38742,H,298.5,309.1,2051,19,184,No Failure
1508,M16367,M,298,308.6,1376,55.7,214,Overstrain Failure
5826,L53005,L,301.3,311.1,1413,42,221,No Failure
1575,L48754,L,298.2,308.2,1478,50.1,166,No Failure
8468,L55647,L,298.6,309.8,1704,28.3,64,No Failure
3764,L50943,L,302.3,311,1428,47.9,174,No Failure
6664,L53843,L,301.3,310.4,1504,47.2,193,No Failure
4117,M18976,M,302,310.5,1381,58.4,201,No Failure
9314,L56493,L,298.5,309.4,1418,45.1,148,No Failure
8606,L55785,L,297.5,308.4,1633,33.3,213,No Failure
1797,H31210,H,298.1,307.6,1542,37.1,84,No Failure
5993,L53172,L,300.7,310.6,1288,47.2,216,No Failure
571,L47750,L,297.7,309.7,1498,41,176,No Failure
1771,H31184,H,298.4,307.9,1605,31,18,No Failure
6601,M21460,M,301.5,310.6,1424,47,26,No Failure
5634,L52813,L,302.7,312.2,1447,47.5,166,No Failure
7311,L54490,L,300,310.5,1606,33.5,135,No Failure
5773,L52952,L,301.6,311.3,1706,29.9,93,No Failure
973,L48152,L,295.8,306.6,1644,35.2,115,No Failure
9594,L56773,L,299.1,310.2,1352,52.8,41,No Failure
4573,M19432,M,302.9,311,1556,36.5,44,No Failure
7345,L54524,L,299.6,310.1,1384,49.8,11,No Failure
7687,M22546,M,300.7,311.7,1504,36.9,229,No Failure
8431,L55610,L,298.9,310.2,1304,57.2,183,No Failure
2166,L49345,L,299.5,309.1,1476,47.8,223,No Failure
8744,H38157,H,297.4,308.7,1323,51.1,130,No Failure
4021,L51200,L,302.1,311,1351,49.5,196,No Failure
5197,H34610,H,303.9,313,1517,36,142,No Failure
2171,M17030,M,299.4,309.1,1500,43.3,10,No Failure
1454,L48633,L,299.1,310.4,1450,40.9,85,No Failure
5946,M20805,M,300.8,310.8,1415,44.5,87,No Failure
6728,L53907,L,301.5,310.8,1785,25.5,120,No Failure
9235,L56414,L,298.3,309.1,1904,20.3,140,No Failure
5434,L52613,L,302.9,312.5,1550,45.5,72,No Failure
6931,M21790,M,300.9,311.5,1836,21.8,12,No Failure
9676,M24535,M,299,310.2,1298,57.2,10,No Failure
1177,M16036,M,297.2,308.3,1429,42,6,No Failure
7301,L54480,L,300.2,310.6,1431,42.3,113,No Failure
8852,M23711,M,297.7,308.9,1573,35.1,9,No Failure
4414,M19273,M,302.7,310.5,1398,47.3,70,No Failure
5622,M20481,M,302.9,312.2,1292,54.4,136,No Failure
2215,H31628,H,299.7,309.2,1355,44.8,127,No Failure
8824,M23683,M,297.3,308.8,1447,57.4,134,No Failure
4349,L51528,L,301.9,309.8,1507,44.7,131,No Failure
3263,L50442,L,301.3,310.1,1558,36.3,184,No Failure
542,L47721,L,297.4,309.4,1296,52.3,96,No Failure
5445,L52624,L,303,312.7,2024,19.9,102,No Failure
5807,L52986,L,301.4,310.9,1440,45.4,177,No Failure
8988,L56167,L,297.2,307.9,1580,35.8,140,No Failure
941,L48120,L,295.6,306.2,1443,48.9,33,No Failure
1648,L48827,L,297.8,307.8,1761,28.9,128,No Failure
2489,L49668,L,298.9,308.7,1356,50.7,185,No Failure
4653,L51832,L,303.1,311.2,1452,52.9,11,No Failure
8345,L55524,L,298.8,309.7,1609,40.4,169,No Failure
3350,L50529,L,301.4,310.7,1673,27.8,181,No Failure
7058,L54237,L,300.8,310.6,1666,36.2,144,No Failure
2081,L49260,L,299.3,309.2,2280,15.4,207,No Failure
1009,L48188,L,296.2,307.1,1441,41.7,3,No Failure
7477,L54656,L,300.2,311.5,1492,41.8,128,No Failure
8756,M23615,M,297.4,308.7,1582,31.9,161,No Failure
2521,L49700,L,298.8,308.6,1535,41.2,40,No Failure
